id,Make,Driver,Manager,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Charging Cost,Maintenance Cost,Date,Range,Month
662,Maruti Jimny EV,George,Ananya,1.43,140,178.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-10,198.58,9
663,Nissan ARIYA,Fiona,Ramesh,1.88,160,286.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-09,318.48,11
664,Citroen eC3,Hannah,Maya,0.91,110,136.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-26,151.69,11
665,Honda Clarity EV,Ethan,Sneha,0.0,180,365.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-03,405.94,2
666,Hyundai Ioniq 5,Diana,Vikram,2.16,185,355.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-06,395.27,1
667,Nissan ARIYA,Ivan,Ramesh,1.25,160,268.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-15,298.81,12
668,Maruti Jimny EV,Julia,Ananya,1.43,140,170.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-19,189.25,5
669,Hyundai Ioniq 5,Fiona,Vikram,2.16,185,336.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-05,373.93,7
670,Citroen eC3,Hannah,Maya,4.55,110,133.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-01,148.8,9
671,Maruti Jimny EV,Fiona,Ananya,0.71,140,180.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-08,200.02,12
672,Citroen eC3,George,Maya,3.64,110,133.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-24,148.35,1
673,Hyundai Ioniq 5,Ivan,Vikram,0.54,185,343.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-20,381.82,7
674,Citroen eC3,Hannah,Maya,0.0,110,136.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-18,152.13,3
675,Nissan ARIYA,Julia,Ramesh,0.0,160,276.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-01,307.04,3
676,Hyundai Ioniq 5,Bob,Vikram,1.62,185,362.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-27,402.94,1
677,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,352.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-24,391.38,12
678,Hyundai Ioniq 5,Charlie,Vikram,1.08,185,363.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-16,404.05,9
679,Maruti Jimny EV,Alice,Ananya,0.0,140,187.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-15,207.8,2
680,Hyundai Ioniq 5,Bob,Vikram,2.16,185,339.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-21,377.05,3
681,Citroen eC3,Alice,Maya,4.55,110,138.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-11,153.46,6
682,Nissan ARIYA,Julia,Ramesh,2.5,160,285.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-30,317.71,12
683,Citroen eC3,Ethan,Maya,0.0,110,133.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-11,148.57,8
684,Hyundai Ioniq 5,Julia,Vikram,1.08,185,329.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-07,365.6,9
685,Maruti Jimny EV,Fiona,Ananya,1.43,140,175.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-12,194.91,2
686,Maruti Jimny EV,Diana,Ananya,2.86,140,180.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-27,200.58,10
687,Honda Clarity EV,Diana,Sneha,2.22,180,348.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-17,387.71,7
688,Citroen eC3,Hannah,Maya,0.0,110,133.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-30,147.8,4
689,Hyundai Ioniq 5,Alice,Vikram,2.7,185,355.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-01,395.38,7
690,Citroen eC3,Fiona,Maya,1.82,110,133.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-07,148.46,2
691,Honda Clarity EV,Fiona,Sneha,1.67,180,353.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-29,392.71,8
692,Hyundai Ioniq 5,Diana,Vikram,1.62,185,348.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-25,386.71,9
693,Citroen eC3,Ethan,Maya,2.73,110,136.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-10,151.46,1
694,Maruti Jimny EV,Alice,Ananya,3.57,140,187.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-26,208.8,3
695,Nissan ARIYA,George,Ramesh,1.88,160,297.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-29,330.93,7
696,Nissan ARIYA,Hannah,Ramesh,0.62,160,283.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-25,314.48,1
697,Citroen eC3,George,Maya,3.64,110,130.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-03,145.46,9
698,Citroen eC3,Ethan,Maya,4.55,110,137.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-21,153.13,5
699,Honda Clarity EV,Alice,Sneha,2.78,180,340.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-31,377.94,5
700,Citroen eC3,Diana,Maya,1.82,110,124.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-02,138.57,8
701,Maruti Jimny EV,Bob,Ananya,2.86,140,178.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-18,198.8,3
702,Honda Clarity EV,Alice,Sneha,1.67,180,377.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-09,419.05,11
703,Citroen eC3,Charlie,Maya,4.55,110,133.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-21,147.8,8
704,Hyundai Ioniq 5,Diana,Vikram,1.08,185,350.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-06,389.49,11
705,Citroen eC3,Alice,Maya,0.0,110,125.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-17,139.02,11
706,Honda Clarity EV,Bob,Sneha,2.78,180,361.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-12,401.49,2
707,Honda Clarity EV,Alice,Sneha,1.11,180,344.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-07,383.05,6
708,Citroen eC3,Ethan,Maya,0.0,110,137.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-04,152.46,1
709,Hyundai Ioniq 5,Ivan,Vikram,1.62,185,345.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-17,384.27,7
710,Citroen eC3,Julia,Maya,3.64,110,126.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-07-20,140.13,7
711,Maruti Jimny EV,Diana,Ananya,3.57,140,173.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-14,192.69,1
712,Maruti Jimny EV,Fiona,Ananya,1.43,140,171.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-08,190.8,2
713,Maruti Jimny EV,Hannah,Ananya,2.86,140,189.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-01,210.69,8
714,Citroen eC3,Diana,Maya,0.0,110,124.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-26,138.68,2
715,Nissan ARIYA,George,Ramesh,0.62,160,283.5,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-25,315.04,3
716,Honda Clarity EV,George,Sneha,0.56,180,376.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-20,417.94,10
717,Nissan ARIYA,Fiona,Ramesh,0.0,160,280.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-28,311.93,7
718,Honda Clarity EV,Charlie,Sneha,2.22,180,370.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-15,411.94,4
719,Honda Clarity EV,George,Sneha,0.0,180,368.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-27,409.61,8
720,Hyundai Ioniq 5,Diana,Vikram,0.54,185,334.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-24,371.38,2
721,Hyundai Ioniq 5,Ivan,Vikram,2.7,185,341.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-19,379.82,3
722,Hyundai Ioniq 5,Alice,Vikram,2.16,185,340.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-20,378.05,11
723,Nissan ARIYA,Charlie,Ramesh,2.5,160,287.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-17,319.15,3
724,Maruti Jimny EV,Hannah,Ananya,2.86,140,171.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-07,190.36,10
725,Honda Clarity EV,Alice,Sneha,2.22,180,345.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-11,384.27,10
726,Honda Clarity EV,Alice,Sneha,1.67,180,342.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-29,380.6,8
727,Citroen eC3,Alice,Maya,1.82,110,132.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-12,147.24,1
728,Honda Clarity EV,Charlie,Sneha,0.0,180,351.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-18,390.49,3
729,Honda Clarity EV,Diana,Sneha,0.0,180,377.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-17,419.27,10
730,Hyundai Ioniq 5,Ethan,Vikram,0.54,185,358.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-07,398.16,10
731,Nissan ARIYA,Hannah,Ramesh,1.88,160,276.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-24,307.37,1
732,Maruti Jimny EV,Charlie,Ananya,0.71,140,180.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-06,200.58,8
733,Citroen eC3,Charlie,Maya,0.0,110,128.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-30,142.8,11
734,Nissan ARIYA,Fiona,Ramesh,1.88,160,273.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-16,304.26,5
735,Hyundai Ioniq 5,Fiona,Vikram,0.0,185,329.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-14,366.27,6
736,Maruti Jimny EV,Ivan,Ananya,0.0,140,184.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-22,205.36,9
737,Hyundai Ioniq 5,Fiona,Vikram,0.0,185,333.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-22,370.27,4
738,Nissan ARIYA,Ethan,Ramesh,1.25,160,271.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-02,301.48,12
739,Honda Clarity EV,Ivan,Sneha,2.78,180,362.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-29,402.83,7
740,Honda Clarity EV,Diana,Sneha,0.56,180,362.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-07,402.94,5
741,Maruti Jimny EV,Julia,Ananya,0.0,140,188.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-24,209.14,12
742,Maruti Jimny EV,Hannah,Ananya,1.43,140,176.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-18,196.36,6
743,Citroen eC3,Charlie,Maya,4.55,110,138.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-05,153.8,3
744,Nissan ARIYA,Alice,Ramesh,0.62,160,292.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-13,324.71,6
745,Nissan ARIYA,Bob,Ramesh,1.88,160,296.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-15,329.15,4
746,Maruti Jimny EV,Fiona,Ananya,0.71,140,180.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-19,200.25,5
747,Citroen eC3,Ivan,Maya,0.0,110,127.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-19,141.35,4
748,Maruti Jimny EV,George,Ananya,2.14,140,170.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-14,189.36,9
749,Honda Clarity EV,Alice,Sneha,0.56,180,373.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-20,415.27,11
750,Citroen eC3,Diana,Maya,4.55,110,137.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-26,153.24,10
751,Nissan ARIYA,Ethan,Ramesh,0.0,160,289.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-25,321.93,5
752,Hyundai Ioniq 5,Hannah,Vikram,1.62,185,353.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-09,392.6,4
753,Maruti Jimny EV,Ivan,Ananya,2.86,140,175.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-21,195.02,9
754,Hyundai Ioniq 5,Ivan,Vikram,0.0,185,345.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-12,384.05,5
755,Honda Clarity EV,Hannah,Sneha,2.78,180,351.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-22,390.83,1
756,Honda Clarity EV,Ivan,Sneha,0.0,180,360.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-22,400.83,9
757,Honda Clarity EV,Bob,Sneha,2.78,180,356.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-17,395.94,6
758,Honda Clarity EV,Diana,Sneha,1.11,180,365.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-11,405.83,1
759,Citroen eC3,Diana,Maya,3.64,110,130.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-13,144.91,2
760,Honda Clarity EV,Diana,Sneha,1.11,180,377.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-19,419.61,9
761,Citroen eC3,Bob,Maya,0.91,110,128.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-06,142.57,9
762,Hyundai Ioniq 5,Alice,Vikram,0.54,185,364.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-21,404.72,9
763,Honda Clarity EV,Charlie,Sneha,0.56,180,367.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-22,407.83,3
764,Hyundai Ioniq 5,Julia,Vikram,2.7,185,362.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-02,402.27,7
765,Nissan ARIYA,Fiona,Ramesh,1.88,160,275.5,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-09,306.15,4
766,Hyundai Ioniq 5,Alice,Vikram,0.54,185,359.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-24,399.16,3
767,Hyundai Ioniq 5,George,Vikram,2.16,185,365.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-06,406.27,7
768,Citroen eC3,Ethan,Maya,1.82,110,125.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-08,139.35,6
769,Honda Clarity EV,Hannah,Sneha,0.56,180,355.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-29,395.27,9
770,Maruti Jimny EV,Charlie,Ananya,3.57,140,187.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-09,208.69,7
771,Hyundai Ioniq 5,Ivan,Vikram,2.7,185,362.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-07,402.72,9
772,Hyundai Ioniq 5,Ivan,Vikram,0.54,185,365.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-28,405.61,1
773,Honda Clarity EV,Alice,Sneha,1.11,180,360.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-20,400.16,4
774,Hyundai Ioniq 5,Julia,Vikram,0.54,185,366.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-03,406.94,5
775,Honda Clarity EV,Fiona,Sneha,1.67,180,342.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-15,380.27,3
776,Maruti Jimny EV,Ethan,Ananya,0.71,140,175.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-23,194.8,2
777,Hyundai Ioniq 5,George,Vikram,0.0,185,360.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-06,400.49,1
778,Nissan ARIYA,Diana,Ramesh,1.88,160,272.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-07,303.26,11
779,Maruti Jimny EV,Diana,Ananya,2.14,140,181.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-26,201.8,6
780,Honda Clarity EV,Charlie,Sneha,1.67,180,364.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-13,405.27,11
781,Nissan ARIYA,Julia,Ramesh,3.12,160,269.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-30,299.59,6
782,Citroen eC3,Ivan,Maya,2.73,110,125.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-14,138.91,2
783,Honda Clarity EV,Alice,Sneha,2.22,180,357.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-25,397.38,2
784,Honda Clarity EV,Diana,Sneha,1.11,180,370.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-26,411.61,9
785,Hyundai Ioniq 5,Julia,Vikram,1.62,185,332.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-19,369.16,4
786,Maruti Jimny EV,Hannah,Ananya,0.71,140,176.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-16,196.47,3
787,Hyundai Ioniq 5,Fiona,Vikram,2.16,185,367.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-24,408.27,10
788,Maruti Jimny EV,Charlie,Ananya,0.71,140,172.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-02-25,191.58,2
789,Honda Clarity EV,Julia,Sneha,1.11,180,364.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-20,404.49,11
790,Citroen eC3,Fiona,Maya,0.91,110,137.9,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-12,153.24,6
791,Hyundai Ioniq 5,George,Vikram,1.62,185,355.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-02,395.49,8
792,Hyundai Ioniq 5,Alice,Vikram,0.54,185,344.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-04,382.27,9
793,Maruti Jimny EV,Julia,Ananya,1.43,140,185.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-03,206.14,8
794,Citroen eC3,Ivan,Maya,1.82,110,134.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-01,149.13,8
795,Citroen eC3,Charlie,Maya,0.0,110,128.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-18,142.46,8
796,Hyundai Ioniq 5,Julia,Vikram,2.16,185,343.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-04,381.27,2
797,Honda Clarity EV,Hannah,Sneha,0.0,180,354.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-10,394.27,10
798,Maruti Jimny EV,Charlie,Ananya,0.71,140,185.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-19,205.91,12
799,Citroen eC3,Ethan,Maya,3.64,110,134.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-15,149.68,2
800,Honda Clarity EV,Charlie,Sneha,0.0,180,364.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-04,404.72,5
801,Citroen eC3,Diana,Maya,3.64,110,127.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-30,141.46,1
802,Maruti Jimny EV,Julia,Ananya,2.14,140,171.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-14,190.58,5
803,Honda Clarity EV,Ivan,Sneha,1.11,180,368.6,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-25,409.61,5
804,Maruti Jimny EV,Hannah,Ananya,0.0,140,172.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-04,191.8,8
805,Nissan ARIYA,Ivan,Ramesh,0.0,160,269.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-19,299.81,12
806,Citroen eC3,Alice,Maya,4.55,110,130.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-30,144.68,6
807,Honda Clarity EV,Diana,Sneha,2.78,180,360.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-07,400.27,12
808,Honda Clarity EV,Hannah,Sneha,2.22,180,378.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-27,420.16,9
809,Honda Clarity EV,Ivan,Sneha,2.78,180,342.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-08,380.94,6
810,Citroen eC3,Ethan,Maya,2.73,110,135.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-14,150.24,10
811,Nissan ARIYA,Alice,Ramesh,1.88,160,282.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-26,313.48,8
812,Maruti Jimny EV,George,Ananya,0.71,140,180.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-28,200.91,7
813,Citroen eC3,Bob,Maya,0.91,110,131.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-28,146.24,5
814,Maruti Jimny EV,Diana,Ananya,0.0,140,171.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-22,190.25,7
815,Maruti Jimny EV,Charlie,Ananya,0.71,140,177.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-19,196.69,3
816,Maruti Jimny EV,George,Ananya,2.86,140,175.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-07,194.91,12
817,Citroen eC3,Hannah,Maya,3.64,110,136.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-01,151.46,8
818,Honda Clarity EV,Diana,Sneha,2.78,180,358.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-24,398.83,7
819,Citroen eC3,Fiona,Maya,0.91,110,133.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-11,148.46,11
820,Citroen eC3,Diana,Maya,0.91,110,133.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-12,148.68,12
821,Citroen eC3,Alice,Maya,1.82,110,132.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-03,147.35,4
822,Nissan ARIYA,Fiona,Ramesh,1.25,160,273.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-16,303.59,12
823,Maruti Jimny EV,Bob,Ananya,0.71,140,177.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-29,196.8,10
824,Citroen eC3,Fiona,Maya,4.55,110,126.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-09,140.91,6
825,Citroen eC3,Julia,Maya,0.91,110,131.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-18,145.91,12
826,Hyundai Ioniq 5,Ivan,Vikram,1.08,185,356.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-09-04,396.05,9
827,Hyundai Ioniq 5,Diana,Vikram,0.54,185,347.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-20,385.82,1
